"1331JurjiZaydan_AbuMuslimKhurasani" "1331JurjiZaydan_AhmadIbnTulun" "1331JurjiZaydan_AminWaMamun" "1331JurjiZaydan_ArmanusaMisriyya" "1331JurjiZaydan_AsirMutamahdi" "1331JurjiZaydan_CabdRahmanNasir" "1331JurjiZaydan_CadhraQuraysh" "1331JurjiZaydan_CarusFarghana" "1331JurjiZaydan_FatatGhassan" "1331JurjiZaydan_FathAndalus" "1331JurjiZaydan_GhadatKarbala" "1331JurjiZaydan_HajjajIbnYusuf" "1331JurjiZaydan_InqilabCuthmani" "1331JurjiZaydan_MamlukSharid" "1331JurjiZaydan_Ramadan17" "1331JurjiZaydan_SalahDinAyyubi" "1331JurjiZaydan_ShajaratDurr" "1331JurjiZaydan_SharlWaCabdRahman" "1342MustafaLutfiManfaluti_Cabarat" "1342MustafaLutfiManfaluti_Fadila" "1342MustafaLutfiManfaluti_Majdulin" "1342MustafaLutfiManfaluti_Shacir" "1349JibranKhalilJibran_AjnihaMutakassira" "1349JibranKhalilJibran_ArwahMutamarrida" "1368CaliJarim_FarisBaniHamdan" "1368CaliJarim_GhadatRashid" "1368CaliJarim_KhatimatMataf" "1368CaliJarim_MarahWalid" "1368CaliJarim_SayyidatQusur" "1368CaliJarim_ShacirMalik" "1368CaliJarim_ShacirTamuh" "1368IbrahimCabdQadirMazini_CaMashi" "1368IbrahimCabdQadirMazini_CawdIlaBad" "1368IbrahimCabdQadirMazini_FiTariq" "1368IbrahimCabdQadirMazini_IbrahimThani" "1368IbrahimCabdQadirMazini_ThalathatRijalWaImraa" "1373NiqulaHaddad_AdamJadid" "1373NiqulaHaddad_AsrarMisr" "1373NiqulaHaddad_DawlatSayyidatFiMamlakatNisa" "1373NiqulaHaddad_FatinatImbaratur" "1373NiqulaHaddad_HawaJadida" "1373NiqulaHaddad_HukarMuhtalAmrikiCaziz" "1373NiqulaHaddad_WadacanAyyuhaMashriq" "1375MuhammadHusaynHaykal_HakadhaKhuliqat" "1375MuhammadHusaynHaykal_QisasMisriyya" "1375MuhammadHusaynHaykal_Zaynab" "1392TahaHusayn_Adib" "1392TahaHusayn_AhlamShahrazad" "1392TahaHusayn_MaWaraNahr" "1392TahaHusayn_MucadhdhabunaFiArd" "1392TahaHusayn_OedipusAndTheseus" "1392TahaHusayn_ShajaratBus" "1331JurjiZaydan_CabbasaUkhtRashid" "1331JurjiZaydan_FatatQayruwan" "1331JurjiZaydan_IstibdadMamalik" "1331JurjiZaydan_JihadMuhibbin" "1342MustafaLutfiManfaluti_FiSabilTaj" "1368CaliJarim_FarisMulaththam" "1368CaliJarim_HatifMinAndalus" "1368CaliJarim_SahmMasmum" "1368IbrahimCabdQadirMazini_IbrahimKatib" "1373NiqulaHaddad_HaqibaZarqa" "1373NiqulaHaddad_ThawraFiJahannam" "1392TahaHusayn_DucaKarawan" "1392TahaHusayn_JannatHayawan"
"له" 0.311610700056915 0.377589549954077 0.322657337907143 0.338251401327234 0.433058236855151 0.390156599552573 0.225951670490022 0.352633172451869 0.405028187772527 0.32501878056633 0.374825081628573 0.427794160402043 0.315815857632217 0.450934579439252 0.472890182263746 0.42262231995602 0.336531022744855 0.239958772184108 0.374531835205993 0.296188521395723 0.572469940375968 0.783036518605779 0.0307787011388119 0.12853470437018 0.284065690190857 0.244331765756772 0.300685385805881 0.329585110507949 0.370568800785784 0.365556458164094 0.383311814073596 0.372054568003307 0.206549118387909 0.354886791113635 0.597506469066102 0.634249471458774 0.310671348015746 0.438291359398915 0.154382754874493 0.203356741953852 0.232590724394003 0.41440703980354 0.228808786257392 0.348133469016121 0.42865166878529 0.312514576239563 0.253971544820795 0.378039350459661 0.484526414504533 0.367436923328162 0.276213746945713 0.506002816430771 0.472241419027874 0.266531948993102 0.521309929844993 0.380083618396047 0.609387590652699 0.337481543978064 0.381570839455847 0.192864030858245 0.472906403940887 0.428359822250691 0.210174349176021 0.26055951727921 0.522484442878948
"او" 0.288844621513944 0.389835697520155 0.33963930306015 0.23194381805296 0.191012218949579 0.320357941834452 0.219052382841472 0.38112878234697 0.253598730181898 0.357214037131863 0.214899713467049 0.249200481787598 0.305789957389924 0.128504672897196 0.233573288405575 0.268004398020891 0.268838000928361 0.318871388539956 0.451490431481196 0.449479071942633 0.457579779331656 0.29565980643522 0.116959064327485 0.0719794344473008 0.199733688415446 0.218059532879699 0.256466946716781 0.19387359441644 0.281275113849451 0.249506788905652 0.177533892834087 0.47769969225116 0.957178841309824 0.626966664300755 0.903316866619619 0.887949260042283 0.208532822640706 0.271323222485042 0.194407913545657 0.208779588405954 0.243799915931063 0.347897267983219 0.387214869050972 0.377590916394408 0.298578058946995 0.449336878274795 0.6712105113121 0.631497551336025 0.760654371157653 0.658664707003076 0.219554516803003 0.529870873809581 0.430008446594487 0.243885443523099 0.141419183096248 0.160178096324048 0.382755842062853 0.400759333473951 0.346020761245675 0.168756027000964 0.665024630541872 0.252211857960687 0.128970623358013 0.655512890839276 0.607608312786192
"قد" 0.35287421741605 0.328604959689764 0.327751927453045 0.489659171445139 0.466594733311948 0.341834451901566 0.400158683615917 0.327699513793656 0.394993705643028 0.426203872629433 0.368161524621843 0.380030734726087 0.354248475227671 0.535046728971963 0.358018073211824 0.309235843870258 0.350069627108154 0.384900312429542 0.420706992971115 0.42089947777287 0.43777113087574 0.464278289792807 0.677131425053863 0.750642673521851 0.133155792276964 0.110343378083703 0.11054609772275 0.150252035672741 0.1339405304045 0.232099338516885 0.153324725629438 0.243443112397226 0.241813602015113 0.276811697068635 0.223476828981416 0.172977128579666 0.21704436642196 0.149575622652011 0.108639716393161 0.206068165179903 0.198963149782822 0.184180906579351 0.16192621796677 0.180761608912217 0.144854701865374 0.284528196277811 0.453520615751419 0.532691812011341 0.599145566322809 0.571568547399363 0.65158114664117 0.427238227080698 0.391614835291408 0.432025642812348 0.402074148018745 0.285062713797035 0.332393231265109 0.168740771989032 0.132720291984642 0.0723240115718418 0.266009852216749 0.224188318187277 0.114640554096011 0.543060888645091 0.513678525302336
"الذي" 0.189243027888446 0.238799877538524 0.166423258499474 0.190065073126732 0.205593304365577 0.214765100671141 0.174207013125895 0.169192683752159 0.164200616664538 0.262161374890766 0.226560938228827 0.280350542011048 0.213885871835575 0.189252336448598 0.239316893858171 0.187259483232545 0.212749497137552 0.238348310625825 0.477143296906264 0.462469796565252 0.588316859140701 0.489686554408334 0.313942751615882 0.51413881748072 0.235241899689303 0.267976775346137 0.358169356621711 0.232648313299729 0.263416376462184 0.174074503887664 0.330858618463525 0.353681502916724 0.518891687657431 0.35015496723212 0.381086803105152 0.392081491447242 0.36386849664858 0.226102685404202 0.343072788609983 0.333505056804317 0.299845873616365 0.312084313926123 0.295691354548015 0.437844786031814 0.517338220947764 0.480432856010075 0.518309275144479 0.408110662428044 0.448056684380536 0.476307122832803 0.736569991855236 0.367568083633673 0.157413806342625 0.193366315936172 0.282838366192496 0.295922245751208 0.659750201450443 0.274203754482177 0.341280750817652 0.0964320154291225 0.41871921182266 0.244205132311141 0.372581800812037 0.507405375754251 0.519549137020078
"فقال" 0.505122367672168 0.561281763445249 0.431341914886391 0.541202242123574 0.552623137266338 0.547651006711409 0.35531331390034 0.550321466099129 0.642206856287971 0.432336302451439 0.403145198907177 0.471404244714873 0.401036009691704 0.675233644859813 0.43842854954817 0.403724573941726 0.410026303574192 0.262505234000064 0.0564363039351496 0.0181870144716672 0.0831963235148466 0.288730279721895 0.0123114804555248 0.077120822622108 0.0532623169107856 0.162887843837848 0.185717444174221 0.155098875533152 0.183052058219484 0.528025995125914 0.121045836023241 0.174544118322539 0.0302267002518892 0.402205029928786 0.159962361797224 0.0999423409571401 0.26172997127354 0.107833588423543 0.160100634684659 0.206068165179903 0.0504413619167718 0.460452266448378 0.418896085609687 0.0160676985699748 0.0177373104324948 0.00777399443381999 0.00777463912716718 0.0128877051293066 0.0104199228925706 0.0163305299256961 0.0035412018839194 0.0429625032818579 0.481839821853644 0.339697582050031 0.610043534924992 0.301352011728295 0.0251813053988719 0.274203754482177 0.123240271128596 0.0964320154291225 0.152709359605911 0.180151327114776 0.305708144256031 0.00274273176083379 0.00587061171774099
"به" 0.266078542970973 0.236758852944178 0.275107835478722 0.328587075575027 0.312035227902365 0.25413870246085 0.274246684029874 0.256460489055905 0.309244494718213 0.246830300335751 0.303191843806224 0.315653943597624 0.242292589188738 0.30607476635514 0.329300045948844 0.26285046728972 0.264969828253133 0.212580925693304 0.413011133343594 0.32736626049001 0.495216211397896 0.29565980643522 0.110803324099723 0.149100257069409 0.337328007101642 0.294249008223209 0.282998010170241 0.252035672741373 0.330386641664434 0.185679470813508 0.359102646868948 0.307748840200266 0.382871536523929 0.286275344831665 0.435191719595389 0.380549682875264 0.155335674007873 0.229581188256574 0.137229115443993 0.124725468398362 0.140114894213255 0.133019543640643 0.102083920022529 0.313320122114509 0.342921335028232 0.384035325030707 0.235830720190738 0.429590170976888 0.296967802438262 0.367436923328162 0.254966535642197 0.295963911497243 0.376257390770176 0.250853599052331 0.399301222859995 0.293207362762665 0.407937147461724 0.274203754482177 0.353130776887709 0.38572806171649 0.305418719211823 0.22819168101205 0.143300692620014 0.219418540866703 0.361042620641071
"انه" 0.385600455321571 0.267374221859373 0.292089800631729 0.291540493524902 0.295996033944767 0.361521252796421 0.246649533435673 0.306327806372331 0.312893397310759 0.329618102932835 0.264876391017525 0.465174232670183 0.322499791127078 0.322429906542056 0.402052381681728 0.441520065970313 0.307519727680644 0.264115695558347 0.130829613667847 0.132505391150718 0.283263672919597 0.205575959161989 0 0 0.252996005326232 0.265349552058429 0.247623258898961 0.213260953858085 0.200910795606751 0.226296855053963 0.355067785668173 0.303155573928621 0.327455919395466 0.406936853810301 0.555163490943307 0.45358447049779 0.257474199382913 0.323500765270628 0.108639716393161 0.21962528131016 0.201765447667087 0.327432722807736 0.21472824556463 0.281184724974559 0.242409909244095 0.169473078657276 0.124394226034675 0.176131970100524 0.244868187975409 0.144253014343649 0.254966535642197 0.169463207389551 0.355140904553482 0.303114765521566 0.277292515874997 0.244339468968887 0.191377921031426 0.168740771989032 0.289140636109399 0.337512054001929 0.354679802955665 0.280235397734097 0.191067590160019 0.0795392210641799 0.23482446870964
"كل" 0.180705748434832 0.130625574038167 0.115477363040451 0.175568584498421 0.247878452071972 0.175391498881432 0.119012711937492 0.169192683752159 0.15872726277572 0.240697870513744 0.123275804624509 0.124600240893799 0.190492104603559 0.268691588785047 0.149333741767499 0.218183067619571 0.193408633761411 0.164267078944826 0.297573238930789 0.2935903764712 0.320900104985837 0.316448386575197 0.28316405047707 0.246786632390745 0.483799378606303 0.462391298636471 0.464293610435552 0.305350911205894 0.330386641664434 0.371358941627016 0.403486120077469 0.312342106471912 0.342569269521411 0.312300376179999 0.38343919077864 0.380549682875264 0.276625172890733 0.518296925003478 0.240150952026988 0.325370787126163 0.453972257250946 0.322316586513865 0.362573922838637 0.45525145948262 0.487776036893606 0.733865074552607 0.323943296965299 0.300713119683822 0.380327185578827 0.261288478811137 0.385991005347215 0.315058357400291 0.155494125777471 0.16200961605463 0.235698638493747 0.228050171037628 0.287066881547139 0.316388947479435 0.457411006304214 0.530376084860174 0.389162561576355 0.4563833620241 0.253164556962025 0.312671420735052 0.419748737818481
"الله" 0.186397268070575 0.175528115113787 0.217369153958496 0.336640680368533 0.293079816861567 0.753467561521253 0.405333149352329 0.11754439081729 0.644031307584244 0.162509390283165 0.554741120810288 0.789134858994061 0.120310802907511 0.264018691588785 0.874942563945474 0.286902144035184 0.21661766981278 0.146552001803717 0.32066081781335 0.244225622905246 0.194124754867975 0.110872427413208 0.0861803631886734 0.231362467866324 0.164225477141589 0.296876231510916 0.11938978554057 0.310197751066305 0.232163586034467 0.278519206220262 0.221917366042608 0.275595976298746 0.246851385390428 0.111197861215606 0.0940955069395436 0.146069575245051 0.0766038940312799 0.128704605537777 0.0228715192406656 0.0704970038773352 0.109289617486339 0.0972065895835465 0.112644325542101 0.267794976166247 0.236497472433263 0.10883592207348 0.0647886593930598 0.0214795085488444 0.0364697301239971 0.30755831360061 0 0.596701434470248 0.153574445212317 0.327503309873876 0.390982447383745 0.190041809198024 0.135979049153908 0.653870491457498 0.244110537043182 0.216972034715526 0.118226600985222 0.120100884743184 0.850250776212085 0.0274273176083379 0.161441822237877
"وهو" 0.509391007398976 0.281661394019798 0.305675372754135 0.244829585722569 0.227464932489575 0.51006711409396 0.263897752557049 0.288518050187893 0.289175530459214 0.46299845156147 0.398147531152129 0.344727333139511 0.457849444398028 0.142523364485981 0.505437279828458 0.52913688840022 0.419696735262262 0.376848004638129 0.0410445846801088 0.0831406375847645 0.130737079809045 0.221744854826415 0.0307787011388119 0.0616966580976864 0.266311584553928 0.231195649318236 0.269732478443511 0.300504071345483 0.232163586034467 0.365556458164094 0.363137508069722 0.261816177483809 0.100755667506297 0.264982137364847 0.268172194777699 0.280607341918124 0.246834769656346 0.135661611242521 0.114357596203328 0.157262547110979 0.14291719209752 0.230226133224189 0.137285271754435 0.0990841411815114 0.118248736216632 0.111945519847008 0.150309689791899 0.111693444453991 0.338647494008544 0.125200729430337 0.247884131874358 0.248227796739623 0.564386086155264 0.40589505957773 0.249563264287497 0.241624585980344 0.135979049153908 0.253111157983548 0.251220552685216 0.168756027000964 0.379310344827586 0.20016814123864 0.138524002866014 0.0795392210641799 0.214277327697546
"اليه" 0.317302219692658 0.31431778752934 0.31586455184594 0.260936795309581 0.255168994779971 0.375838926174497 0.269072218293461 0.311670733227662 0.293736658699896 0.354147822220859 0.284867062037716 0.307347260871371 0.282396190157908 0.266355140186916 0.224000612651248 0.345313358988455 0.357805972458611 0.231906464392695 0.359140115950952 0.207851593961911 0.368440861280035 0.270251541819694 0.0677131425053863 0.174807197943445 0.244118952507767 0.202296193153456 0.305107229714791 0.290810391624661 0.241092954728101 0.226296855053963 0.205777921239509 0.142391254421019 0.130982367758186 0.241323017957272 0.237591155022348 0.311358831443398 0.11490584104692 0.191317656880479 0.0800503173423295 0.11930262194626 0.100882723833544 0.133019543640643 0.151365812447198 0.261100101762091 0.230585035622432 0.191240263071972 0.207323710057791 0.438181974396426 0.401167031363968 0.299393048637762 0.18060129607989 0.319831968876053 0.280273362512478 0.238659326876176 0.329978093891246 0.409947331270022 0.317284448025786 0.189833368487661 0.218040479689055 0.313404050144648 0.339901477832512 0.160134512990912 0.0859804155720086 0.222161272627537 0.302336503463661
"عليه" 0.304496300512237 0.312276762934993 0.314166355330639 0.264158237226983 0.293079816861567 0.300671140939597 0.262172930644911 0.284956098951005 0.329313458977213 0.343416070032349 0.276537615779303 0.288657224737301 0.237279639067591 0.348130841121495 0.407795987134324 0.345313358988455 0.290112950642117 0.275388926466325 0.202657636858037 0.220842318584531 0.348632212824119 0.244843277204167 0.0430901815943367 0.0719794344473008 0.261873058144696 0.212805086304285 0.256466946716781 0.242341993020551 0.303598535583534 0.290124173146107 0.205777921239509 0.179137384594185 0.261964735516373 0.19400477914212 0.272876970124677 0.25369978858351 0.125545270773487 0.187839154028106 0.108639716393161 0.132859738076516 0.15412638363458 0.153484088816126 0.126724866234863 0.251727277596272 0.298578058946995 0.247213022995476 0.204732163682069 0.23197869232752 0.224028342190268 0.242236193897825 0.169977690428131 0.219586127885051 0.355140904553482 0.282210298933872 0.293930066827496 0.295922245751208 0.302175664786463 0.105462982493145 0.24174053182917 0.313404050144648 0.280788177339901 0.236198406661596 0.0859804155720086 0.202962150301701 0.261242221439474
"بعد" 0.233352305065452 0.208184508623329 0.196990795774887 0.220668771342053 0.291621708319967 0.205816554809843 0.198354519895821 0.235088781634579 0.268194340552079 0.25602894506876 0.25488105550743 0.238817128379782 0.200518004845852 0.327102803738318 0.319727370194517 0.207875206157229 0.20694723812471 0.254452926208651 0.287312092760761 0.244225622905246 0.283263672919597 0.140900376504285 0.0738688827331487 0.0822622107969152 0.315135375055482 0.328402910963403 0.344903824894981 0.28596355176425 0.285739798196268 0.284321689683184 0.270335700451904 0.243443112397226 0.191435768261965 0.293373080653938 0.169371912491179 0.172977128579666 0.285136716671986 0.243495199666064 0.14294699525416 0.192511049049646 0.249404511699594 0.496265220505474 0.197127569698676 0.486047881741739 0.455257634434032 0.357603743955719 0.256563091196517 0.167540166680986 0.187558612066271 0.269453743773985 0.322249371436666 0.26493543690479 0.176610611994164 0.191624277053864 0.399301222859995 0.407232448281479 0.196414182111201 0.189833368487661 0.293880646537422 0.313404050144648 0.172413793103448 0.224188318187277 0.133747313112013 0.197476686780033 0.161441822237877
"هو" 0.261809903244166 0.230635779161139 0.217369153958496 0.31731202886412 0.242046017905573 0.295302013422819 0.270797040205599 0.224402927923917 0.315630074255168 0.337283640210342 0.291530619044446 0.311500602234498 0.240621605815022 0.308411214953271 0.296752948384132 0.336723474436504 0.276574346278818 0.299545849840564 0.177004771432969 0.163683130245005 0.154507457956144 0.270251541819694 0.141582025238535 0.272493573264781 0.128717265867732 0.115597824659118 0.12381162944948 0.218107793718496 0.1607286364854 0.133457119647209 0.169464170432537 0.261816177483809 0.211586901763224 0.288641256772423 0.390496353799106 0.380549682875264 0.314927119906373 0.219145679699457 0.291611870318486 0.178953932919389 0.13731259632899 0.306968177632252 0.190087299352295 0.190134433078035 0.189197977946611 0.295411788485159 0.176225153549123 0.317896726522897 0.197978534958841 0.187801094145505 0.332872977088424 0.229133350836575 0.262996237426092 0.268273987875409 0.327205168732496 0.282347830808492 0.221595487510073 0.126555578991774 0.142200312840688 0.120540019286403 0.305418719211823 0.260218583610233 0.315261523764032 0.219418540866703 0.346366091346718
"التي" 0.0939100739897553 0.114297377283396 0.0696260571273308 0.0902003736872624 0.142894637076784 0.0912751677852349 0.0896907394311537 0.105077561488183 0.084836985276678 0.124181703895626 0.088292130339175 0.105910204759729 0.185479154482413 0.172897196261682 0.0842395466380763 0.113386476085761 0.129583784620145 0.109511385963217 0.515622595043866 0.724882433942165 0.800269397619001 0.593629455108216 0.800246229609111 0.6426735218509 0.230803373280071 0.262722328770722 0.190139288083131 0.121170996510275 0.205375479953567 0.226296855053963 0.205777921239509 0.215883514767351 0.287153652392947 0.241323017957272 0.225829216654905 0.276763405727465 0.219172252367273 0.243495199666064 0.388815827091315 0.257585206474879 0.255009107468124 0.17394863399161 0.309771895240777 0.324031921161159 0.369527300676974 0.483542453783603 0.482027625884365 0.567059025689492 0.5314160675211 0.440924307993794 0.541803888239669 0.350860443468506 0.10174306995316 0.114974566232318 0.230152788176247 0.32307107563664 0.710112812248187 0.168740771989032 0.189600417120918 0.241080038572806 0.487684729064039 0.264221946435005 0.367805111058037 0.669226549643445 0.516613831161207
"وكان" 0.293113261240751 0.279620369425452 0.256427673810413 0.254493911474776 0.253710886238372 0.263087248322148 0.282870793590562 0.258241464674349 0.325664556384667 0.401674153341408 0.26820816952089 0.296963907463554 0.213885871835575 0.315420560747664 0.294838413233267 0.225054975261132 0.208881324462324 0.27860984958289 0.130829613667847 0.218244173660007 0.192143890022384 0.198646432448664 0.0307787011388119 0.0462724935732648 0.284065690190857 0.257467882195308 0.358169356621711 0.23749515316014 0.272345745155817 0.319136590460717 0.270335700451904 0.298562307656975 0.181360201511335 0.395107294106513 0.479887085391673 0.372861810493946 0.14682413022662 0.191317656880479 0.0571787981016639 0.0921883896857461 0.117696511139134 0.127903407346772 0.112644325542101 0.215574955813829 0.292665622136163 0.0466439666029199 0.132168865161842 0.240570495747057 0.109409190371991 0.198688114095969 0.279754948829633 0.379502112323078 0.37817707133533 0.189882238171556 0.160829659207498 0.146603681381332 0.176269137792103 0.358574140476693 0.232260510973124 0.289296046287367 0.275862068965517 0.188158052764322 0.0812037258180081 0.0932528798683489 0.187859574967712
"وقال" 0.31018782014798 0.453107459944892 0.485684203376015 0.252883190516075 0.138520311451984 0.429530201342282 0.222502026665747 0.352633172451869 0.225319735089672 0.233032333236237 0.334843739588192 0.404950782904847 0.422758793550004 0.14018691588785 0.23165875325471 0.393416712479384 0.402289958223735 0.173929848294521 0.148786619465394 0.0779443477357167 0.223837727551849 0.676783775668122 0.080024622960911 0.0822622107969152 0.217487794052375 0.244331765756772 0.313950917532611 0.281116711903839 0.209840164300384 0.336544040849484 0.26630083925113 0.179137384594185 0.0806045340050378 0.264982137364847 0.218772053634439 0.176821064770325 0.417065645281413 0.142618616947266 0.0457430384813311 0.330793633578265 0.0420344682639765 0.332548859101606 0.492818924246691 0.0709656686840555 0.103467644189553 0.013993189980876 0.0259154637572239 0.0128877051293066 0.0312597686777118 0.0217740399009281 0.0106236056517582 0.102632646728883 0.287952084773094 0.311824959933106 0.352161495161246 0.130314383450073 0.312248186946011 0.21092596498629 0.274920604825331 0.216972034715526 0.300492610837438 0.144121061691821 0.167184141390017 0.00548546352166758 0.00587061171774099
"ولم" 0.256118383608423 0.273497295642412 0.259824066841015 0.204561561755042 0.274124405820769 0.245190156599553 0.281145971678424 0.256460489055905 0.206162996478809 0.321952565655327 0.341507296594922 0.265813847240105 0.232266688946445 0.266355140186916 0.329300045948844 0.219901044529962 0.257233482902677 0.27860984958289 0.187265917602996 0.249421912754293 0.184220430640017 0.120111796364308 0.196983687288396 0.159383033419023 0.18641810918775 0.133988387673068 0.234357727172231 0.155098875533152 0.0803643182427002 0.0754322850179877 0.117010974822466 0.362868035460016 0.267002518891688 0.395107294106513 0.357562926370266 0.319046703824717 0.119161612937547 0.121747599833032 0.0800503173423295 0.113879775494157 0.123301106907664 0.0562774992325796 0.0457617572514785 0.340099619731134 0.357702427055311 0.200569056392556 0.30321092595952 0.23197869232752 0.250078149421694 0.353828148390082 0.276213746945713 0.386662529536721 0.234201028948783 0.238659326876176 0.235698638493747 0.298637128739751 0.216559226430298 0.126555578991774 0.146940323268711 0.0482160077145612 0.403940886699507 0.12810761039273 0.0573202770480057 0.298957761930883 0.278854056592697
"اذا" 0.271770062606716 0.2245127053781 0.259824066841015 0.304426261194511 0.303286576652766 0.270246085011186 0.182831122686583 0.245774635345242 0.206162996478809 0.240697870513744 0.288198840541081 0.207667068156332 0.242292589188738 0.142523364485981 0.315898299892786 0.240516767454645 0.230156274176079 0.230296002834412 0.102611461700272 0.135103536075242 0.0831963235148466 0.115492111888758 0.141582025238535 0.200514138817481 0.284065690190857 0.267976775346137 0.367013044439531 0.23749515316014 0.258951692115367 0.313334106997795 0.306649451258877 0.266409443755455 0.256926952141058 0.241323017957272 0.30110562220654 0.315202767634057 0.43408873284392 0.240016696813691 0.314483389559151 0.330793633578265 0.238195320162533 0.347897267983219 0.200647704871867 0.157999035938086 0.153723357081621 0.127493508714648 0.401689688236971 0.176131970100524 0.208398457851412 0.204131624071201 0.169977690428131 0.300737522973005 0.278353681947324 0.179430004877709 0.0665502038099992 0.0868762556333822 0.08058017727639 0.232018561484919 0.253590557899227 0.241080038572806 0.280788177339901 0.324272388806598 0.291378074994029 0.23861766319254 0.190794880826582
"فلما" 0.426863972680706 0.322481885906725 0.390585198519173 0.310869145029315 0.332448747484763 0.275615212527964 0.407057971264467 0.365100001780976 0.365802484902666 0.46299845156147 0.44479243019924 0.48178759812269 0.247305539309884 0.308411214953271 0.361847143513555 0.257696536558549 0.27270617360359 0.449318774760846 0.0307834385100816 0.0311777390942867 0.057445080522156 0.00692952671332548 0 0.0051413881748072 0.133155792276964 0.0840711452066311 0.0619058147247402 0.130864676231097 0.0758996338958836 0.139259603110131 0.125080697224015 0.0734922603463323 0.0503778337531486 0.0733432701634845 0.051752528816749 0.0384393619065923 0.0553250345781466 0.0556560456379574 0.0114357596203328 0.0650741574252325 0.0140114894213255 0.0869743169958048 0.0633624331174317 0.310642172352847 0.301534277352411 0.200569056392556 0.0518309275144479 0.133172953002835 0.0364697301239971 0.0489915897770883 0.0602004320266298 0.14320834427286 0.428088766029333 0.224723015817713 0.174694285001248 0.214475756094912 0.0201450443190975 0.0843703859945159 0.0971702137744703 0.192864030858245 0.0640394088669951 0.0480403538972737 0.0334368282780033 0.0329127811300055 0.0499001996007984
"فيه" 0.199203187250996 0.226553729972446 0.220765546989098 0.21744732942465 0.142894637076784 0.211185682326622 0.19145523224727 0.185221464318153 0.17605955009031 0.220767473592224 0.199906710201906 0.232587116335092 0.217227838583006 0.147196261682243 0.218257007198652 0.250824628916987 0.235958533188922 0.227075079717847 0.266789800420707 0.215646028735483 0.295148861993146 0.196336590210889 0.0677131425053863 0.051413881748072 0.173102529960053 0.168142290413262 0.198982975900951 0.261729352462195 0.200910795606751 0.249506788905652 0.177533892834087 0.197510449680768 0.297229219143577 0.215297986608938 0.268172194777699 0.261387660964828 0.1595914458985 0.128704605537777 0.154382754874493 0.214202434858057 0.193358554014292 0.102322725877417 0.119684595888482 0.25976112688126 0.248322346054927 0.282973397391047 0.375774224479747 0.206203282068906 0.34385745545483 0.315723578563458 0.219554516803003 0.298350717235124 0.161253167472933 0.191624277053864 0.210742312064997 0.25519900092306 0.191377921031426 0.168740771989032 0.22515049533109 0.241080038572806 0.192118226600985 0.116097521918411 0.133747313112013 0.47723532638508 0.314077726899143
"اني" 0.142287990893569 0.189815287274212 0.20378358183609 0.21744732942465 0.244962234988773 0.239821029082774 0.174207013125895 0.224402927923917 0.164200616664538 0.114983059162617 0.244885719997335 0.242970469742908 0.198847021472136 0.226635514018692 0.377163424720478 0.240516767454645 0.197276806436639 0.148162463362 0.0897850289877379 0.0597573332640495 0.160450052492918 0.103942900699882 0.0123114804555248 0 0.0932090545938748 0.0893255917820455 0.10612425381384 0.198720434276851 0.098223055629967 0.116049669258443 0.173499031633312 0.408800698176473 0.483627204030227 0.397473206047271 0.232886379675371 0.25369978858351 0.400042557718906 0.333936273827745 0.171536394304992 0.547707491662374 0.448367661482416 0.337664995395477 0.397775274570544 0.109795940228161 0.0236497472433263 0.0575275588102679 0.437971337497085 0.133172953002835 0.130249036157132 0.103426689529409 0.315166967668827 0.0596701434470248 0.11134147277893 0.273500104522333 0.124781632143748 0.206331107129283 0.0604351329572925 0.0632777894958869 0.0995402189884818 0.0241080038572806 0.167487684729064 0.244205132311141 0.219727728684022 0.219418540866703 0.0821885640483738
"قالت" 0.224815025611838 0.295948566180222 0.329450123968346 0.381740867212164 0.17934735061678 0.368680089485459 0.541594080411197 0.411405367860514 0.209811899071354 0.105784414429607 0.34650496434997 0.380030734726087 0.150388503634389 0.0794392523364486 0.346530862306632 0.254260582737768 0.328794677394399 0.336586465681064 0.107742034785286 0.04676660864143 0.0792345938236634 0.388053495946227 0.110803324099723 0.0565552699228792 0.0443852640923214 0.0446627958910228 0.00442184390891002 0.0242341993020551 0.01339405304045 0.0116049669258443 0.00403486120077469 0.707363005833448 0.483627204030227 0.220029810490454 0.359915314043754 0.480492023832404 0.0553250345781466 0.0521775427855851 0.171536394304992 0.0948998129117974 0.0504413619167718 0.127903407346772 0.0457617572514785 0.0575759198757431 0.118248736216632 0.00621919554705599 0.00518309275144479 0.305009021393591 0.0104199228925706 0.0734873846656324 0.0212472113035164 0.121727092631931 0.147815403516855 0.374538359696188 0.0083187754762499 0.19547157517511 0.186341659951652 0.021092596498629 0.0450300990662179 0 0.083743842364532 0.0440369910725009 0.0859804155720086 0.0987383433900165 0.0469648937419279
